86.24853562	53.43812075	79.73579513	92.43750204	106.4732625	70.42987744	75.77096196	74.23417581	83.90725857	92.13036298	89.37507703
96.93095408	81.95751723	68.09904331	42.91936125	85.96527888	129.1418999	65.86808016	99.44349903	94.61891477	98.58225614	92.28576049
76.64576525	102.3347904	92.55672071	93.15713825	115.4663427	67.37390251	111.7689833	99.19179751	75.64010394	74.26239856	79.10224265
96.34366309	90.10334063	95.03710116	96.84971265	86.87360831	95.44017639	53.45732484	83.8569024	97.64096352	66.7236392	92.12802141
91.01909112	108.6369568	83.46118171	99.61823392	89.99647436	51.47587083	91.04233208	86.6612267	82.19898359	70.0104767	73.07038329
87.42158615	94.68246446	99.31726514	76.42912988	97.89096293	80.17870369	115.9854673	80.88570829	61.04604993	81.55921026	85.67945143
80.2949352	87.13232553	73.69739374	99.77629761	57.9532883	88.81521237	61.42785326	84.81232097	68.17780523	91.74976477	72.35658036
117.5951004	102.8334242	55.40274116	72.6670168	36.70820818	85.72856276	64.59584497	90.99199313	64.34098745	91.02009602	80.55953582
78.14886881	75.55818846	66.39539173	85.33239258	88.74599662	78.35983699	82.10832292	86.65877197	81.9740182	110.008629	78.50962766
125.8577456	45.6787136	66.09657086	76.72256888	94.26971192	64.09132719	99.01141932	78.5657803	76.49135944	76.94785884	92.96629571
92.77617511	68.74591558	52.79606801	90.86280815	108.0307668	66.8971474	55.7492725	63.79403253	63.36641974	25.79974403	75.10901128
73.59689079	77.6191668	70.77944291	81.98629077	82.97487551	70.0533684	81.48431472	111.4420666	64.78963492	81.92670395	71.73310839
86.23428716	71.14996256	84.98684788	110.4386765	79.05924921	70.65917739	81.68937479	59.30893281	80.2634624	76.18244487	83.19450062
96.16729006	100.2528547	99.14247105	96.05864254	80.23311339	123.8917954	86.72480676	87.22618902	86.76025467	56.38535247	99.10224994
82.72089989	71.08013841	101.1731496	105.6217402	75.48126324	88.04222256	76.33114664	49.37477287	83.99960281	98.21621072	85.39177038
81.55426846	118.7128754	81.17883785	70.15511909	74.5795589	74.26628762	89.23107446	97.80044383	94.21798817	51.80365185	92.96155823
74.31448999	79.91709928	71.0069322	65.75015821	107.2322263	79.40173131	71.58569382	97.90153907	56.50233096	79.31399706	74.55334122
63.38391997	81.61274405	94.0674059	111.8068876	69.01380841	99.93404542	96.19600829	115.7256773	83.38303665	93.90056954	88.64705253
65.96912745	68.86490832	114.7857414	81.40744124	88.6505532	74.59933386	58.53667354	101.3618161	93.75479978	75.4922581	84.73448988
84.86083741	68.97355693	82.91996196	74.89477619	131.7635045	64.63075622	91.49600522	75.40119006	107.8088869	68.32598048	85.05168193
103.114548	103.4680635	93.63431248	69.08171261	105.5082106	89.87149691	109.9730512	66.40081181	113.9628175	75.17352627	105.5950108
84.52102293	48.03698665	75.72354464	70.40511411	113.1523956	51.92589573	79.76414219	117.0494474	93.49981199	107.1422041	82.72083452
80.68707074	68.12039545	82.59539407	81.09063842	65.64998517	99.98957524	90.94498288	80.41962251	82.34960798	61.34839867	71.56684806
90.35632451	102.709321	58.61969232	84.38417618	71.70527105	107.6922455	84.99328967	92.33008785	50.47095779	24.11042748	69.79789549
65.31892969	82.17840886	67.83156331	76.89954388	116.7327632	91.30336204	108.6440089	94.13694859	29.39849345	70.65356648	74.77531164
